channel,region,object_id,feature_name,feature_value
na,nuclei,5,volume,205.63920000000002
na,nuclei,6,volume,380.3176
na,nuclei,7,volume,211.45280000000002
na,nuclei,8,volume,356.65760000000006
na,nuclei,9,volume,416.95680000000004
na,nuclei,10,volume,263.09920000000005
na,nuclei,11,volume,186.03520000000003
na,nuclei,12,volume,253.63520000000003
na,nuclei,13,volume,145.74560000000002
na,nuclei,14,volume,138.58
na,nuclei,15,volume,201.44800000000004
na,nuclei,16,volume,232.544
na,nuclei,17,volume,219.83520000000001
na,nuclei,18,volume,406.0056000000001
na,nuclei,19,volume,377.3432
na,nuclei,20,volume,172.10960000000003
na,nuclei,21,volume,158.58960000000002
na,nuclei,22,volume,251.47200000000004
na,nuclei,23,volume,119.3816
na,nuclei,24,volume,122.22080000000001
na,cell,1,volume,925.1736000000001
na,cell,2,volume,840.1328000000001
na,cell,3,volume,1097.0128000000002
na,cell,4,volume,861.9000000000001
na,cell,5,volume,573.6536000000001
na,cell,6,volume,1211.2568
na,cell,7,volume,752.388
na,cell,8,volume,857.9792000000001
na,cell,9,volume,1369.9816
na,cell,10,volume,966.2744000000001
na,cell,11,volume,775.3720000000001
na,cell,12,volume,1947.0152000000003
na,cell,13,volume,705.744
na,cell,14,volume,861.0888000000001
na,cell,15,volume,678.9744000000001
na,cell,16,volume,632.7360000000001
na,cell,17,volume,730.2152000000001
na,cell,18,volume,1502.6128
na,cell,19,volume,1248.7072
na,cell,20,volume,762.1224000000001
na,cell,21,volume,634.0880000000001
na,cell,22,volume,2193.2144000000003
na,cell,23,volume,917.6024000000001
na,cell,24,volume,803.3584000000001
na,epithelium,1,volume,24075.875200000002
na,lumen,1,volume,809.7128000000001
na,nuclei,1,mean_radius,1.0671794062369269
na,nuclei,1,max_radius,2.8972400659938415
na,nuclei,2,mean_radius,1.006723180221839
na,nuclei,2,max_radius,2.509661331733826
na,nuclei,3,mean_radius,1.1687716131454047
na,nuclei,3,max_radius,3.0782462539569506
na,nuclei,4,mean_radius,0.9957492365073104
na,nuclei,4,max_radius,2.8143915861159052
na,nuclei,5,mean_radius,0.7933560744148647
na,nuclei,5,max_radius,2.0335191171956066
na,nuclei,6,mean_radius,1.1468907897238598
na,nuclei,6,max_radius,3.3899852507053776
na,nuclei,7,mean_radius,0.9713251771619589
na,nuclei,7,max_radius,2.560703028466987
na,nuclei,8,mean_radius,1.1754533868764174
na,nuclei,8,max_radius,3.371705799739948
na,nuclei,9,mean_radius,1.2602157849033768
na,nuclei,9,max_radius,3.722633476451852
na,nuclei,10,mean_radius,1.0178201526660946
na,nuclei,10,max_radius,2.6
na,nuclei,11,mean_radius,0.9462518726839318
na,nuclei,11,max_radius,2.560703028466987
na,nuclei,12,mean_radius,0.9993153655536808
na,nuclei,12,max_radius,2.6129676614914317
na,nuclei,13,mean_radius,0.9760690656131007
na,nuclei,13,max_radius,2.1309152962987525
na,nuclei,14,mean_radius,1.0344638714852856
na,nuclei,14,max_radius,2.1467184258770406
na,nuclei,15,mean_radius,0.9997307746629083
na,nuclei,15,max_radius,2.8143915861159052
na,nuclei,16,mean_radius,0.843557210215563
na,nuclei,16,max_radius,2.2061731573020285
na,nuclei,17,mean_radius,0.997288503449866
na,nuclei,17,max_radius,2.602229813064173
na,nuclei,18,mean_radius,1.2698350685121096
na,nuclei,18,max_radius,3.0672463220289305
na,nuclei,19,mean_radius,1.1523104727386795
na,nuclei,19,max_radius,3.441162594240499
na,nuclei,20,mean_radius,1.051745249434768
na,nuclei,20,max_radius,2.208800579500105
na,nuclei,21,mean_radius,0.7810834749157902
na,nuclei,21,max_radius,2.0664946164943183
na,nuclei,22,mean_radius,0.9615932464247984
na,nuclei,22,max_radius,2.34
na,nuclei,23,mean_radius,0.8951313696610913
na,nuclei,23,max_radius,2.08
na,nuclei,24,mean_radius,0.8192646742911642
na,nuclei,24,max_radius,2.0664946164943183
na,cell,1,mean_radius,1.6574691429134494
na,cell,1,max_radius,5.430027624239126
na,cell,2,mean_radius,1.7240736259360065
na,cell,2,max_radius,5.430027624239126
na,cell,3,mean_radius,1.723380823669641
na,cell,3,max_radius,5.335841077093658
na,cell,4,mean_radius,1.626399036229335
na,cell,4,max_radius,4.795372769660353
na,cell,5,mean_radius,1.4735530429453128
na,cell,5,max_radius,4.5407047911089755
na,cell,6,mean_radius,1.8488237247156862
na,cell,6,max_radius,5.553125246201458
na,cell,7,mean_radius,1.6026235281284487
na,cell,7,max_radius,5.022588973826148
na,cell,8,mean_radius,1.7685641010324076
na,cell,8,max_radius,4.978754864421425
na,cell,9,mean_radius,1.8413072307347271
na,cell,9,max_radius,6.069761115562951
na,cell,10,mean_radius,1.738096273771756
na,cell,10,max_radius,5.720000000000001
na,cell,11,mean_radius,1.7091504532646713
na,cell,11,max_radius,4.9331531498626715
na,cell,12,mean_radius,1.8765033000775675
na,cell,12,max_radius,7.15206263954672
na,cell,13,mean_radius,1.6845929874509176
na,cell,13,max_radius,5.096076922496364
na,cell,14,mean_radius,1.6676995747501389
na,cell,14,max_radius,5.148863952368522
na,cell,15,mean_radius,1.5342097719625307
na,cell,15,max_radius,4.451786158386317
na,cell,16,mean_radius,1.5542717824948815
na,cell,16,max_radius,4.94
na,cell,17,mean_radius,1.5227247245315705
na,cell,17,max_radius,4.836279561811952
na,cell,18,mean_radius,1.7432589234757752
na,cell,18,max_radius,5.595569676091971
na,cell,19,mean_radius,1.8828649564714788
na,cell,19,max_radius,6.0
na,cell,20,mean_radius,1.7108933964814086
na,cell,20,max_radius,5.175055555257354
na,cell,21,mean_radius,1.514595300436754
na,cell,21,max_radius,4.7670955518009075
na,cell,22,mean_radius,2.1811278386554114
na,cell,22,max_radius,7.879949238415182
na,cell,23,mean_radius,1.682792779540839
na,cell,23,max_radius,5.46
na,cell,24,mean_radius,1.7542486477854036
na,cell,24,max_radius,5.571355310873648
