channel,region,object_id,feature_name,feature_value
na,cell,1,neighbors,"[10, 11, 12, 7, 6, 2, 4, 9]"
na,cell,2,neighbors,"[1, 7, 12, 4, 11, 5, 13]"
na,cell,3,neighbors,"[4, 5, 13, 19, 8]"
na,cell,4,neighbors,"[12, 2, 1, 14, 11, 7, 13, 5, 3]"
na,cell,5,neighbors,"[2, 7, 4, 3, 19, 13, 8, 9]"
na,cell,6,neighbors,"[10, 16, 1, 7, 18, 9, 11]"
na,cell,7,neighbors,"[1, 10, 6, 2, 9, 5, 4, 8, 19]"
na,cell,8,neighbors,"[5, 7, 9, 19, 3, 18]"
na,cell,9,neighbors,"[7, 6, 18, 1, 5, 8, 19]"
na,cell,10,neighbors,"[1, 11, 16, 6, 7]"
na,cell,11,neighbors,"[1, 10, 16, 12, 14, 17, 2, 6, 20, 18, 4]"
na,cell,12,neighbors,"[1, 11, 2, 14, 17, 4]"
na,cell,13,neighbors,"[4, 14, 2, 5, 3, 19, 17]"
na,cell,14,neighbors,"[12, 11, 17, 4, 13, 19]"
na,cell,16,neighbors,"[10, 11, 6, 18, 17, 20]"
na,cell,17,neighbors,"[12, 11, 16, 14, 20, 19, 13]"
na,cell,18,neighbors,"[6, 16, 11, 9, 20, 19, 8]"
na,cell,19,neighbors,"[14, 17, 5, 13, 7, 20, 3, 8, 9, 18]"
na,cell,20,neighbors,"[11, 17, 16, 18, 19]"
nuclei_intensity,nuclei,1,q0_000,0.0
nuclei_intensity,nuclei,1,q0_250,14659.75
nuclei_intensity,nuclei,1,q0_500,22185.0
nuclei_intensity,nuclei,1,q0_750,31146.5
nuclei_intensity,nuclei,1,q1_000,65535.0
nuclei_intensity,nuclei,2,q0_000,3197.0
nuclei_intensity,nuclei,2,q0_250,15566.75
nuclei_intensity,nuclei,2,q0_500,20647.0
nuclei_intensity,nuclei,2,q0_750,27270.0
nuclei_intensity,nuclei,2,q1_000,65535.0
nuclei_intensity,nuclei,3,q0_000,2464.0
nuclei_intensity,nuclei,3,q0_250,16599.0
nuclei_intensity,nuclei,3,q0_500,22247.0
nuclei_intensity,nuclei,3,q0_750,28985.0
nuclei_intensity,nuclei,3,q1_000,59032.0
nuclei_intensity,nuclei,4,q0_000,4978.0
nuclei_intensity,nuclei,4,q0_250,16198.5
nuclei_intensity,nuclei,4,q0_500,19762.0
nuclei_intensity,nuclei,4,q0_750,24230.0
nuclei_intensity,nuclei,4,q1_000,51010.0
nuclei_intensity,nuclei,5,q0_000,1014.0
nuclei_intensity,nuclei,5,q0_250,16478.25
nuclei_intensity,nuclei,5,q0_500,22965.0
nuclei_intensity,nuclei,5,q0_750,28910.75
nuclei_intensity,nuclei,5,q1_000,51257.0
nuclei_intensity,nuclei,6,q0_000,0.0
nuclei_intensity,nuclei,6,q0_250,15560.5
nuclei_intensity,nuclei,6,q0_500,25576.0
nuclei_intensity,nuclei,6,q0_750,37063.5
nuclei_intensity,nuclei,6,q1_000,65535.0
nuclei_intensity,nuclei,7,q0_000,0.0
nuclei_intensity,nuclei,7,q0_250,14180.5
nuclei_intensity,nuclei,7,q0_500,23057.0
nuclei_intensity,nuclei,7,q0_750,31250.0
nuclei_intensity,nuclei,7,q1_000,65535.0
nuclei_intensity,nuclei,8,q0_000,0.0
nuclei_intensity,nuclei,8,q0_250,17270.75
nuclei_intensity,nuclei,8,q0_500,24310.5
nuclei_intensity,nuclei,8,q0_750,33757.0
nuclei_intensity,nuclei,8,q1_000,65535.0
nuclei_intensity,nuclei,9,q0_000,0.0
nuclei_intensity,nuclei,9,q0_250,15563.0
nuclei_intensity,nuclei,9,q0_500,23959.0
nuclei_intensity,nuclei,9,q0_750,32911.0
nuclei_intensity,nuclei,9,q1_000,65535.0
nuclei_intensity,nuclei,10,q0_000,1346.0
nuclei_intensity,nuclei,10,q0_250,16354.0
nuclei_intensity,nuclei,10,q0_500,22662.5
nuclei_intensity,nuclei,10,q0_750,29973.75
nuclei_intensity,nuclei,10,q1_000,65535.0
nuclei_intensity,nuclei,11,q0_000,0.0
nuclei_intensity,nuclei,11,q0_250,16898.0
nuclei_intensity,nuclei,11,q0_500,29662.0
nuclei_intensity,nuclei,11,q0_750,41739.0
nuclei_intensity,nuclei,11,q1_000,65535.0
nuclei_intensity,nuclei,12,q0_000,1372.0
nuclei_intensity,nuclei,12,q0_250,16099.0
nuclei_intensity,nuclei,12,q0_500,28826.5
nuclei_intensity,nuclei,12,q0_750,39287.75
nuclei_intensity,nuclei,12,q1_000,65535.0
nuclei_intensity,nuclei,13,q0_000,3850.0
nuclei_intensity,nuclei,13,q0_250,17697.25
nuclei_intensity,nuclei,13,q0_500,23208.5
nuclei_intensity,nuclei,13,q0_750,28699.0
nuclei_intensity,nuclei,13,q1_000,56813.0
nuclei_intensity,nuclei,14,q0_000,564.0
nuclei_intensity,nuclei,14,q0_250,15431.75
nuclei_intensity,nuclei,14,q0_500,21297.0
nuclei_intensity,nuclei,14,q0_750,26519.75
nuclei_intensity,nuclei,14,q1_000,55141.0
nuclei_intensity,nuclei,15,q0_000,0.0
nuclei_intensity,nuclei,15,q0_250,14177.0
nuclei_intensity,nuclei,15,q0_500,21569.0
nuclei_intensity,nuclei,15,q0_750,29190.0
nuclei_intensity,nuclei,15,q1_000,65535.0
nuclei_intensity,nuclei,16,q0_000,0.0
nuclei_intensity,nuclei,16,q0_250,16710.5
nuclei_intensity,nuclei,16,q0_500,24174.5
nuclei_intensity,nuclei,16,q0_750,33901.5
nuclei_intensity,nuclei,16,q1_000,65535.0
nuclei_intensity,nuclei,17,q0_000,0.0
nuclei_intensity,nuclei,17,q0_250,15565.5
nuclei_intensity,nuclei,17,q0_500,22555.5
nuclei_intensity,nuclei,17,q0_750,27767.25
nuclei_intensity,nuclei,17,q1_000,55059.0
nuclei_intensity,nuclei,18,q0_000,0.0
nuclei_intensity,nuclei,18,q0_250,14311.0
nuclei_intensity,nuclei,18,q0_500,33339.0
nuclei_intensity,nuclei,18,q0_750,52377.0
nuclei_intensity,nuclei,18,q1_000,65535.0
nuclei_intensity,nuclei,19,q0_000,0.0
nuclei_intensity,nuclei,19,q0_250,15252.0
nuclei_intensity,nuclei,19,q0_500,32411.0
nuclei_intensity,nuclei,19,q0_750,57359.0
nuclei_intensity,nuclei,19,q1_000,65535.0
nuclei_intensity,nuclei,20,q0_000,0.0
nuclei_intensity,nuclei,20,q0_250,15220.0
nuclei_intensity,nuclei,20,q0_500,25797.0
nuclei_intensity,nuclei,20,q0_750,36917.0
nuclei_intensity,nuclei,20,q1_000,65535.0
nuclei_intensity,nuclei,1,mean,23524.729680915112
nuclei_intensity,nuclei,1,std,12548.802035395893
nuclei_intensity,nuclei,2,mean,22275.592088998765
nuclei_intensity,nuclei,2,std,9506.809003064764
nuclei_intensity,nuclei,3,mean,23203.844307692307
nuclei_intensity,nuclei,3,std,9299.503875918406
nuclei_intensity,nuclei,4,mean,20705.244488977954
nuclei_intensity,nuclei,4,std,6739.215261038478
nuclei_intensity,nuclei,5,mean,23099.47365119197
nuclei_intensity,nuclei,5,std,9202.611983470482
nuclei_intensity,nuclei,6,mean,27098.61053906723
nuclei_intensity,nuclei,6,std,15095.802996708424
nuclei_intensity,nuclei,7,mean,23653.27445360086
nuclei_intensity,nuclei,7,std,12807.72914163914
nuclei_intensity,nuclei,8,mean,26194.63848547718
nuclei_intensity,nuclei,8,std,13197.30408073914
nuclei_intensity,nuclei,9,mean,25372.264367816093
nuclei_intensity,nuclei,9,std,13637.218379774631
nuclei_intensity,nuclei,10,mean,24447.906028368794
nuclei_intensity,nuclei,10,std,11203.47381959166
nuclei_intensity,nuclei,11,mean,30303.015924867294
nuclei_intensity,nuclei,11,std,17555.55357395566
nuclei_intensity,nuclei,12,mean,28852.3741677763
nuclei_intensity,nuclei,12,std,14483.513779165956
nuclei_intensity,nuclei,13,mean,23378.299778761062
nuclei_intensity,nuclei,13,std,7822.992759162663
nuclei_intensity,nuclei,14,mean,21515.946625766872
nuclei_intensity,nuclei,14,std,8370.696635490314
nuclei_intensity,nuclei,15,mean,22165.242653232577
nuclei_intensity,nuclei,15,std,10724.241915482991
