node_id,mamut_id,mamut_x,mamut_y,mamut_z,mamut_t,time,merge,merged_track,timepoint_id,split,generation,branch_id,dendogram_symmetric,dendogram_uniform,merged_branch_id,cell_id,gen1_label,split_orient,time_since_split,mamut_parent_id,z,y,x,displacement,timepoint_cell_id
1544,1544,67.97881008742823,64.62952836391592,55.91291221524154,301,50.1767,0,0,0,0,0,0,1.0,0.0,-1,1544,0,0.0,0.0,0,28,249,261,,0
1545,1545,74.41812618494293,59.82326834058097,61.403179614694686,301,50.1767,0,0,1,0,0,1,3.0,1.0,-1,1545,0,0.0,0.0,0,31,230,286,,1
1546,1546,65.37379093344592,68.08625893835834,64.6110108470967,301,50.1767,0,0,2,0,0,2,5.0,2.0,-1,1546,0,0.0,0.0,0,32,262,251,,2
1547,1547,72.14253220495117,66.18238831589115,70.28599095802676,301,50.1767,0,0,3,0,0,3,7.0,3.0,-1,1547,0,0.0,0.0,0,35,255,277,,3
1548,1548,73.63858232777147,69.07695197879316,49.47188088721074,301,50.1767,0,0,4,0,0,4,9.0,4.5,-1,1548,0,0.0,0.0,0,25,266,283,,4
1549,1549,70.20975685171628,82.75934730459913,50.33141980000595,301,50.1767,0,0,5,0,0,5,11.0,6.0,-1,1549,0,0.0,0.0,0,25,318,270,,5
1550,1550,63.81279613036629,75.53133355636425,57.16536659210604,301,50.1767,0,0,6,0,0,6,13.0,7.0,-1,1550,0,0.0,0.0,0,29,291,245,,6
1551,1551,67.98622435752742,76.92012868333319,69.33510341956934,301,50.1767,0,0,7,0,0,7,15.0,8.0,-1,1551,0,0.0,0.0,0,35,296,261,,7
1552,1552,68.19926951759174,85.10991242485957,60.92501013399674,301,50.1767,0,0,8,0,0,8,17.0,9.0,-1,1552,0,0.0,0.0,0,30,327,262,,8
1553,1553,75.21885640558007,77.986441386435,45.70998126312355,301,50.1767,0,0,9,0,0,9,19.0,10.0,-1,1553,0,0.0,0.0,0,23,300,289,,9
1554,1554,81.04879429734248,64.45299801330484,54.21794203545263,301,50.1767,0,0,10,0,0,10,21.0,11.0,-1,1554,0,0.0,0.0,0,27,248,312,,10
1555,1555,85.30792909172,64.14309396240594,60.03629313863153,301,50.1767,0,0,11,0,0,11,23.0,12.0,-1,1555,0,0.0,0.0,0,30,247,328,,11
1556,1556,80.29801460644155,62.4468289209151,68.33447985112645,301,50.1767,0,0,12,0,0,12,25.0,13.0,-1,1556,0,0.0,0.0,0,34,240,309,,12
1557,1557,84.24170731067925,74.00578585252853,71.18540271604867,301,50.1767,0,0,13,0,0,13,27.0,24.5,13,1562,0,0.0,0.0,0,36,285,324,,18
1558,1558,90.24625510072873,74.49711332234965,62.20138969261742,301,50.1767,0,0,14,0,0,14,29.0,17.0,-1,1558,0,0.0,0.0,0,31,287,347,,14
1559,1559,83.98771669592811,74.83802293642908,51.23230740025147,301,50.1767,0,0,15,0,0,15,31.0,18.5,-1,1559,0,0.0,0.0,0,26,288,323,,15
1560,1560,84.29204601452568,81.44594800037977,50.77458556843208,301,50.1767,0,0,16,0,0,16,33.0,20.0,-1,1560,0,0.0,0.0,0,25,313,324,,16
1561,1561,78.2401030184916,88.32988827872383,59.526634759675815,301,50.1767,0,0,17,0,0,17,35.0,21.5,-1,1561,0,0.0,0.0,0,30,340,301,,17
1562,1562,77.2975985653164,74.65210920994608,71.29323103318528,301,50.1767,0,0,18,0,0,18,37.0,23.0,13,1562,0,0.0,0.0,0,36,287,297,,18
1563,1563,84.6682317595835,83.18091669473158,64.93695553930822,301,50.1767,0,0,19,0,0,19,39.0,26.5,-1,1563,0,0.0,0.0,0,32,320,326,,19
