node_id,mamut_id,mamut_x,mamut_y,mamut_z,mamut_t,time,merge,merged_track,timepoint_id,split,generation,branch_id,dendogram_symmetric,dendogram_uniform,merged_branch_id,cell_id,gen1_label,split_orient,time_since_split,mamut_parent_id,z,y,x,displacement,timepoint_cell_id
1584,1584,74.24100592531569,68.55452764715109,50.67880963170532,303,50.510099999999994,0,0,0,1,0,4,9.0,4.5,-1,1584,0,84.36754505486752,2.0,1564,25,264,286,2.3332715149116927,0
1585,1585,65.68373667046903,66.01941250937273,57.058638348488266,303,50.510099999999994,0,0,1,0,0,0,1.0,0.0,-1,1585,0,0.0,2.0,1565,29,254,253,2.6499963615547353,1
1586,1586,69.39650038801116,65.09268939787714,69.65468203681466,303,50.510099999999994,0,0,2,0,0,3,7.0,3.0,-1,1586,0,0.0,2.0,1566,35,250,267,0.9225600347238361,2
1587,1587,74.51265261969276,60.23354228906811,60.83687087427531,303,50.510099999999994,0,0,3,0,0,1,3.0,1.0,-1,1587,0,0.0,2.0,1567,30,232,287,1.2053437897623454,3
1588,1588,64.01897301797189,71.37204517671151,66.72655789777973,303,50.510099999999994,0,0,4,0,0,2,5.0,2.0,-1,1588,0,0.0,2.0,1568,33,275,246,1.2060771364011518,4
1589,1589,68.14308714690614,81.65053350406723,49.76945440963312,303,50.510099999999994,0,0,5,0,0,5,11.0,6.0,-1,1589,0,0.0,2.0,1569,25,314,262,3.8006760427189223,5
1590,1590,73.76639186708766,76.5775650553351,43.60512214144327,303,50.510099999999994,0,0,6,0,0,9,19.0,10.0,-1,1590,0,0.0,2.0,1573,22,295,284,1.5854168374404434,6
1591,1591,63.463485513568386,77.01862880268168,58.92243809585237,303,50.510099999999994,0,0,7,0,0,6,13.0,7.0,-1,1591,0,0.0,2.0,1570,29,296,244,1.0703384057806435,7
1592,1592,67.88708090535764,78.01634458425406,71.24312750007978,303,50.510099999999994,0,0,8,0,0,7,15.0,8.0,-1,1592,0,0.0,2.0,1571,36,300,261,0.5738284725658951,8
1593,1593,68.35600076858417,84.88814219045351,62.302739074143105,303,50.510099999999994,0,0,9,0,0,8,17.0,9.0,-1,1593,0,0.0,2.0,1572,31,326,263,0.9823144997244001,9
1594,1594,76.80902505274312,86.14337204507949,63.800367418614684,303,50.510099999999994,0,0,10,2,1,34,34.5,21.0,-1,1594,10,0.0,0.0,1581,32,331,295,3.884945518555541,10
1595,1595,81.2089232418202,64.81155128086301,53.164499778681325,303,50.510099999999994,0,0,11,0,0,10,21.0,11.0,-1,1595,0,0.0,2.0,1575,27,249,312,2.074759534331775,11
1596,1596,90.77368710250593,71.21956451671367,60.22173758199331,303,50.510099999999994,0,0,12,0,0,14,29.0,17.0,-1,1596,0,0.0,2.0,1580,30,274,349,2.3332239112799855,12
1597,1597,79.00412265685814,61.699053243280524,68.75519050817913,303,50.510099999999994,0,0,13,0,0,12,25.0,13.0,-1,1597,0,0.0,2.0,1576,34,237,304,0.3450605297866894,13
1598,1598,85.45162937416018,63.32327007119602,60.99921599669549,303,50.510099999999994,0,0,14,0,0,11,23.0,12.0,-1,1598,0,0.0,2.0,1577,30,244,329,1.4431566078471112,14
1599,1599,77.2975985653164,73.80231890955508,71.29323103318528,303,50.510099999999994,0,0,15,0,0,18,37.0,23.0,13,1603,0,0.0,2.0,1582,36,284,297,0.8497903003909926,19
1600,1600,79.16976188301862,85.43566552757538,49.95686476670084,303,50.510099999999994,0,0,16,0,0,16,33.0,20.0,-1,1600,0,0.0,2.0,1579,25,329,304,4.40409372052243,16
1601,1601,82.4348613481116,75.07550493447887,51.40390155078179,303,50.510099999999994,0,0,17,1,0,15,31.0,18.5,-1,1601,0,83.50775972213454,2.0,1574,26,289,317,3.7547157320318854,17
1602,1602,80.2575152942063,85.54127560519615,57.655791653046236,303,50.510099999999994,0,0,18,2,1,35,35.5,22.0,-1,1602,1,0.0,0.0,1581,29,329,309,4.679480443949948,18
1603,1603,83.90382275513602,75.56785472434152,71.10015457390544,303,50.510099999999994,0,0,19,0,0,13,27.0,24.5,13,1603,0,0.0,2.0,1578,36,291,323,2.848569207468344,19
1604,1604,88.43995128752798,82.79974977399714,62.84280107569219,303,50.510099999999994,0,0,20,0,0,19,39.0,26.5,-1,1604,0,0.0,2.0,1583,31,318,340,2.258700575382684,20
